year month day streamflow_m3s qual_control_by_ana qual_flag
1964 01 01 4.779000 0 0
1964 01 02 5.762000 0 0
1964 01 03 7.302000 0 0
1964 01 04 10.304000 0 0
1964 01 05 24.003000 0 0
1964 01 06 9.354000 0 0
1964 01 07 8.369000 0 0
1964 01 08 6.936000 0 0
1964 01 09 6.013000 0 0
1964 01 10 4.875000 0 0
1964 01 11 4.875000 0 0
1964 01 12 5.021000 0 0
1964 01 13 5.364000 0 0
1964 01 14 6.114000 0 0
1964 01 15 5.912000 0 0
1964 01 16 6.522000 0 0
1964 01 17 6.625000 0 0
1964 01 18 6.522000 0 0
1964 01 19 6.729000 0 0
1964 01 20 6.936000 0 0
1964 01 21 8.369000 0 0
1964 01 22 9.464000 0 0
1964 01 23 10.871000 0 0
1964 01 24 7.145000 0 0
1964 01 25 8.913000 0 0
1964 01 26 9.687000 0 0
1964 01 27 10.304000 0 0
1964 01 28 10.700000 0 0
1964 01 29 8.099000 0 0
1964 01 30 6.522000 0 0
1964 01 31 7.040000 0 0
1964 02 01 7.566000 0 0
1964 02 02 6.522000 0 0
1964 02 03 6.677000 0 0
1964 02 04 6.832000 0 0
1964 02 05 7.249000 0 0
1964 02 06 7.778000 0 0
1964 02 07 8.315000 0 0
1964 02 08 8.640000 0 0
1964 02 09 10.304000 0 0
1964 02 10 13.024000 0 0
1964 02 11 14.583000 0 0
1964 02 12 16.674000 0 0
1964 02 13 19.012000 0 0
1964 02 14 20.953000 0 0
1964 02 15 22.401000 0 0
1964 02 16 23.333000 0 0
1964 02 17 20.302000 0 0
1964 02 18 20.823000 0 0
1964 02 19 20.953000 0 0
1964 02 20 20.432000 0 0
1964 02 21 90.166000 0 0
1964 02 22 86.703000 0 0
1964 02 23 71.609000 0 0
1964 02 24 54.031000 0 0
1964 02 25 45.816000 0 0
1964 02 26 30.292000 0 0
1964 02 27 28.590000 0 0
1964 02 28 23.132000 0 0
1964 02 29 19.462000 0 0
1964 03 01 17.425000 0 0
1964 03 02 19.012000 0 0
1964 03 03 18.374000 0 0
1964 03 04 17.299000 0 0
1964 03 05 15.621000 0 0
1964 03 06 14.522000 0 0
1964 03 07 13.380000 0 0
1964 03 08 16.674000 0 0
1964 03 09 17.174000 0 0
1964 03 10 13.440000 0 0
1964 03 11 12.258000 0 0
1964 03 12 11.792000 0 0
1964 03 13 11.445000 0 0
1964 03 14 9.854000 0 0
1964 03 15 9.966000 0 0
1964 03 16 13.679000 0 0
1964 03 17 15.069000 0 0
1964 03 18 12.317000 0 0
1964 03 19 11.215000 0 0
1964 03 20 10.871000 0 0
1964 03 21 10.417000 0 0
1964 03 22 10.304000 0 0
1964 03 23 9.966000 0 0
1964 03 24 9.742000 0 0
1964 03 25 9.078000 0 0
1964 03 26 8.858000 0 0
1964 03 27 8.640000 0 0
1964 03 28 8.640000 0 0
1964 03 29 10.530000 0 0
1964 03 30 12.846000 0 0
1964 03 31 14.039000 0 0
1964 04 01 11.100000 0 0
1964 04 02 14.220000 0 0
1964 04 03 16.861000 0 0
1964 04 04 18.756000 0 0
1964 04 05 23.066000 0 0
1964 04 06 24.677000 0 0
1964 04 07 19.720000 0 0
1964 04 08 12.728000 0 0
1964 04 09 10.700000 0 0
1964 04 10 10.022000 0 0
1964 04 11 9.631000 0 0
1964 04 12 9.188000 0 0
1964 04 13 8.858000 0 0
1964 04 14 8.640000 0 0
1964 04 15 8.531000 0 0
1964 04 16 8.423000 0 0
1964 04 17 8.207000 0 0
1964 04 18 8.099000 0 0
1964 04 19 8.531000 0 0
1964 04 20 8.858000 0 0
1964 04 21 8.804000 0 0
1964 04 22 8.315000 0 0
1964 04 23 7.885000 0 0
1964 04 24 7.566000 0 0
1964 04 25 7.460000 0 0
1964 04 26 7.249000 0 0
1964 04 27 7.145000 0 0
1964 04 28 7.040000 0 0
1964 04 29 7.249000 0 0
1964 04 30 7.355000 0 0
1964 05 01 9.520000 0 0
1964 05 02 12.906000 0 0
1964 05 03 11.387000 0 0
1964 05 04 10.417000 0 0
1964 05 05 10.530000 0 0
1964 05 06 11.792000 0 0
1964 05 07 12.025000 0 0
1964 05 08 11.676000 0 0
1964 05 09 10.473000 0 0
1964 05 10 10.247000 0 0
1964 05 11 9.409000 0 0
1964 05 12 8.749000 0 0
